feedback_id,student_id,department_id,date,feedback_text
787,S4704,6,2025-05-22,uhh Facilities were great and easily accessible.
788,S4463,7,2024-10-21,Very poor servise and delayed response.
789,S3586,7,2024-10-18,uhh The services were fast and effective.
790,S4975,2,2025-02-18,The services were fast and effective.
791,S4654,2,2025-01-01,I had a good experience with the support team. 😊
792,S1740,2,2025-01-22,Extremely  frustrating  experience  with  the  department.
793,S1083,1,2024-06-12,uhh <b>The staff was rude and unhelpful.</b>
794,S8945,3,2025-04-10,The system works fine most of the time.
795,S4577,2,2024-07-01,"uhh  Not  much  to  say,  it's  functional."
796,S8414,1,2024-10-20,I had to wait a long time to get support.
797,S9350,7,2025-02-08,Very poor servise and delayed response.
798,S6113,6,2025-05-20,<b>The services were fast and effective.</b>
799,S7790,6,2025-04-20,The system works fine most of the time.
800,S9399,3,2024-12-08,uhh  Facilities  were  great  and  easily  accessible.
801,S5567,8,2025-03-26,Clean environment and well-maintained infrastructure.
802,S3520,5,2025-05-05,uhh <b>The staff was really helpful and polite.</b>
803,S4220,1,2025-04-12,IT'S DECENT BUT COULD USE SOME IMPROVEMENT. 😊
804,S9742,3,2024-09-10,<b>The  staff  was  rude  and  unhelpful.</b>
805,S7841,2,2024-09-11,uhh FACILITIES WERE GREAT AND EASILY ACCESSIBLE.
806,S8807,2,2024-07-25,Very poor service and delayed response.
807,S5050,4,2024-08-31,Facilities were great and easily accessible.
808,S9184,5,2024-07-08,I had a goood experience with the support team.
809,S2923,1,2024-10-24,Clean environment and well-maintained infrastructure.
810,S4617,8,2024-07-31,FACILITIES WERE OUTDATED AND NOT WORKING PROPERLY.
811,S5934,7,2024-12-12,It's decent but could use some improvement.
812,S2140,1,2024-12-02,Facilities were great and easily accessible.
813,S6012,1,2024-10-02,uhh It's decent but could use some improvement. 😊
814,S8003,4,2024-11-19,uhh <b>The staff was really helpful and polite.</b>
815,S6743,8,2025-01-08,<B>THE STAFF WAS REALLY HELPFUL AND POLITE. 😊</B>
816,S5553,6,2025-01-22,I  had  to  wait  a  long  time  to  get  support.
817,S2384,3,2024-06-05,I had to wait a long time to get support.
818,S7071,3,2025-03-01,Facilities were outdated and not working properly.
819,S9766,1,2024-10-21,Very poor service and delayed response.
820,S5849,8,2025-03-21,"<b>Nothing special, just an average experience.</b>"
821,S6012,7,2025-03-01,Facilities were great and easily accessible.
822,S9370,1,2025-04-20,uhh Extremely frustrating experience with the department.
823,S9910,6,2024-12-28,It's decent but could use some improvement.
824,S4843,3,2025-03-25,Very poor service and delayed response.
825,S9998,4,2024-06-28,uhh Extremely frustrating experience with the department.
826,S1516,7,2025-01-25,Facilities were great and easily accessible. 😊
827,S3661,1,2024-12-15,Facilities were outdated and not working properly.
828,S5536,2,2024-10-06,Facilities were outdated and not working properly.
829,S8967,5,2024-06-09,uhh  FACILITIES  WERE  OUTDATED  AND  NOT  WORKING  PROPERLY.
830,S8785,2,2025-02-21,The  staff  was  really  helpful  and  polite.
831,S1308,8,2025-05-21,Facilities were great and easily accessible. 😊
832,S6300,3,2025-01-19,uhh EXTREMELY FRUSTRATING EXPERIENCE WITH THE DEPARTMENT.
833,S3459,2,2024-06-11,THE STAFF WAS REALLY HELPFUL AND POLITE. 😊
834,S2155,4,2024-12-08,I had to wait a long time to get support.
835,S5858,6,2024-08-03,THE  STAFF  WAS  REALLY  HELPFUL  AND  POLITE.  😊
836,S6610,8,2025-04-08,"<b>Not much to say, it's functional. 😊</b>"
837,S4683,1,2025-02-15,It's decent but could use some improvement.
838,S9937,2,2024-07-26,Clean environment and well-maintained infrastructure.
839,S1432,8,2024-07-01,Facilities were great and easily accessible.
840,S4510,3,2025-03-28,<b>Facilities were great and easily accessible.</b>
841,S4203,7,2024-11-23,uhh It's decent but could use some improvement.
842,S8123,4,2024-08-18,uhh Facilities were outdated and not working properly.
843,S9910,6,2024-12-06,"Not much to say, it's functional."
844,S2265,8,2025-05-13,The staff was rude and unhelpful. 😊
845,S9399,8,2024-07-23,Clean environment and well-maintained infrastructure.
846,S5858,7,2025-03-12,<b>I had to wait a long time to get support.</b>
847,S5626,7,2024-08-24,Clean environment and well-maintained infrastructure.
848,S2366,5,2024-09-14,Clean environment and well-maintained infrastructure.
849,S6024,6,2024-11-17,EXTREMELY  FRUSTRATING  EXPERIENCE  WITH  THE  DEPARTMENT.
850,S6012,1,2025-04-20,Facilities were great and easily accessible.
851,S2400,8,2025-05-23,The services were fast and effective.
852,S8619,8,2025-04-29,<b>Facilities were outdated and not working properly.</b>
853,S9953,3,2025-04-20,uhh EXTREMELY FRUSTRATING EXPERIENCE WITH THE DEPARTMENT.
854,S3459,3,2024-11-20,<b>Clean environment and well-maintained infrastructure.</b>
855,S8051,8,2024-08-26,"NOT MUCH TO SAY, IT'S FUNCTIONAL."
856,S2018,6,2024-11-27,uhh The system works fine most of the time.
857,S1552,3,2024-10-14,Facilities were outdated and not working properly.
858,S2366,7,2025-03-22,"It was okay, not too bad."
859,S5662,5,2025-03-02,uhh  Extremely  frustrating  experience  with  the  department.
860,S7975,7,2025-04-20,<b>Extremely frustrating experience with the department.</b>
861,S2366,8,2024-11-29,The staff was really helpful and polite.
862,S4974,5,2024-07-20,"<b>Not much to say, it's functional.</b>"
863,S2140,5,2025-03-04,The staff was really helpful and polite.
864,S9350,4,2024-09-26,"Not much to say, it's functional."
865,S3661,3,2025-04-03,Facilities were great and easily accessible.
866,S1954,5,2024-09-09,Clean environment and well-maintained infrastructure. 😊
867,S5122,8,2024-07-09,FACILITIES WERE GREAT AND EASILY ACCESSIBLE.
868,S6392,6,2024-11-14,EXTREMELY FRUSTRATING EXPERIENCE WITH THE DEPARTMENT.
869,S8329,7,2025-03-03,Extremely  frustrating  experience  with  the  department.
870,S5053,3,2024-07-02,<b>Facilities were outdated and not working properly.</b>
871,S6012,7,2024-10-21,The  system  works  fine  most  of  the  time.
872,S1151,6,2025-01-20,<b>Very poor service and delayed response.</b>
873,S5619,2,2025-02-28,It's decent but could use some improvement.
874,S9721,4,2024-11-30,<b>I had a good experience with the support team.</b>
875,S5375,4,2025-01-29,uhh FACILITIES WERE OUTDATED AND NOT WORKING PROPERLY.
876,S2140,7,2025-04-20,Extremely frustrating experience with the department.
877,S6392,8,2024-06-15,Extremely  frustrating  experience  with  the  department.  😊
878,S1697,3,2025-03-31,"Not much to say, it's functional."
879,S6540,1,2025-03-05,uhh Facilities were great and easily accessible.
880,S4805,1,2024-11-07,"Not much to say, it's functional."
881,S6540,7,2025-03-25,I had a goood experience with the support team. 😊
882,S7697,1,2024-08-30,Very poor service and delayed response. 😊
883,S1327,2,2024-11-29,uhh  THE  STAFF  WAS  REALLY  HELPFUL  AND  POLITE.
884,S4704,3,2024-08-06,I had to wait a long time to get support. 😊
885,S7713,8,2025-03-09,<B>VERY POOR SERVISE AND DELAYED RESPONSE.</B>
886,S2796,8,2024-06-24,uhh Facilities were great and easily accessible.
887,S4435,5,2025-01-24,<B>FACILITIES  WERE  GREAT  AND  EASILY  ACCESSIBLE.</B>
888,S1601,7,2025-02-22,uhh  The  system  works  fine  most  of  the  time.  😊
889,S4638,5,2025-01-14,The  system  works  fine  most  of  the  time.
890,S4220,7,2024-10-21,uhh <b>The staff was rude and unhelpful.</b>
891,S2396,6,2025-04-12,"<b>Nothing special, just an average experience.</b>"
892,S2366,1,2025-04-24,The staff was really helpful and polite.
893,S2321,4,2024-06-07,The  system  works  fine  most  of  the  time.  😊
894,S9184,3,2025-03-28,uhh Very poor servise and delayed response. 😊
895,S2660,8,2024-08-15,Clean environment and well-maintained infrastructure.
896,S4805,7,2025-04-28,<B>FACILITIES WERE OUTDATED AND NOT WORKING PROPERLY.</B>
897,S5780,8,2025-05-15,uhh <b>The staff was rude and unhelpful.</b>
898,S4752,4,2024-06-11,"Nothing special, just an average experience."
899,S4656,3,2024-11-23,<b>Extremely frustrating experience with the department.</b>
900,S6568,7,2024-08-23,Facilities were great and easily accessible.
901,S3661,4,2024-07-18,The staff was really helpful and polite.
902,S3343,1,2025-04-17,<b>Very poor servise and delayed response.</b>
903,S4435,8,2024-07-12,THE SYSTEM WORKS FINE MOST OF THE TIME.
904,S2441,6,2024-09-06,Clean  environment  and  well-maintained  infrastructure.
905,S5974,2,2024-06-05,The staff was rude and unhelpful.
906,S5227,7,2024-06-26,Clean environment and well-maintained infrastructure.
907,S7743,2,2025-02-21,"uhh  NOTHING  SPECIAL,  JUST  AN  AVERAGE  EXPERIENCE."
908,S6012,1,2025-01-12,It's decent but could use some improvement.
909,S5626,3,2025-03-07,Clean environment and well-maintained infrastructure.
910,S1882,1,2025-03-30,"It was okay, not too bad. 😊"
911,S3559,1,2024-09-15,The staff was really helpful and polite. 😊
912,S7966,1,2025-04-28,THE STAFF WAS REALLY HELPFUL AND POLITE.
913,S6743,6,2025-01-06,Clean environment and well-maintained infrastructure.
914,S4465,5,2024-07-04,"<B>NOT MUCH TO SAY, IT'S FUNCTIONAL.</B>"
915,S8709,8,2024-07-28,uhh I HAD A GOOOD EXPERIENCE WITH THE SUPPORT TEAM.
916,S1428,8,2025-01-22,<b>Extremely frustrating experience with the department. 😊</b>
917,S7743,5,2024-06-18,<b>I had a good experience with the support team.</b>
918,S9676,4,2024-11-30,I had to wait a long time to get support.
919,S4975,8,2024-06-13,I  HAD  A  GOOOD  EXPERIENCE  WITH  THE  SUPPORT  TEAM.
920,S4090,4,2025-04-10,Very  poor  servise  and  delayed  response.
921,S6113,2,2025-05-22,Very poor service and delayed response.
922,S4531,8,2024-11-03,<B>THE STAFF WAS REALLY HELPFUL AND POLITE.</B>
923,S4577,2,2025-03-15,<b>Facilities  were  outdated  and  not  working  properly.</b>
924,S9445,3,2024-07-11,<b>The staff was rude and unhelpful.</b>
925,S1881,8,2025-02-04,The  system  works  fine  most  of  the  time.
926,S9742,3,2025-06-02,The services were fast and effective.
927,S9975,6,2024-10-15,<b>The staff was really helpful and polite. 😊</b>
928,S2923,3,2024-10-03,I HAD TO WAIT A LONG TIME TO GET SUPPORT.
929,S7458,2,2024-12-09,Clean environment and well-maintained infrastructure. 😊
930,S1107,8,2025-01-26,Facilities were great and easily accessible.
931,S8538,1,2024-08-16,"Not much to say, it's functional."
932,S4683,5,2024-07-21,"NOT MUCH TO SAY, IT'S FUNCTIONAL."
933,S4975,8,2025-05-01,<b>I had a goood experience with the support team. 😊</b>
934,S8329,6,2025-01-24,Facilities were great and easily accessible.
935,S7863,5,2024-08-25,"Nothing special, just an average experience."
936,S2366,8,2025-05-06,VERY  POOR  SERVICE  AND  DELAYED  RESPONSE.
937,S4510,8,2025-05-21,The services were fast and effective.
938,S7476,1,2024-08-06,Facilities  were  outdated  and  not  working  properly.
939,S3586,5,2025-02-05,uhh It's decent but could use some improvement.
940,S5731,4,2025-01-01,THE STAFF WAS RUDE AND UNHELPFUL. 😊
941,S2923,7,2025-05-17,uhh  Extremely  frustrating  experience  with  the  department.
942,S2441,8,2025-04-20,FACILITIES WERE OUTDATED AND NOT WORKING PROPERLY.
943,S8106,6,2024-11-19,uhh <B>VERY POOR SERVISE AND DELAYED RESPONSE.</B>
944,S9728,7,2025-03-05,"IT WAS OKAY, NOT TOO BAD."
945,S4704,5,2024-07-11,"It  was  okay,  not  too  bad.  😊"
946,S3103,7,2024-07-08,"It was okay, not too bad."
947,S4617,7,2025-04-13,THE SERVICES WERE FAST AND EFFECTIVE.
948,S3095,4,2024-12-25,uhh The staff was rude and unhelpful.
949,S6505,6,2025-04-24,Very  poor  servise  and  delayed  response.
950,S1308,7,2024-09-30,FACILITIES WERE OUTDATED AND NOT WORKING PROPERLY.
951,S1048,4,2025-04-11,The system works fine most of the time.
952,S8853,8,2024-12-23,THE STAFF WAS RUDE AND UNHELPFUL.
953,S8945,2,2024-12-21,The staff was rude and unhelpful.
954,S4617,4,2024-09-02,Facilities  were  great  and  easily  accessible.
955,S8714,2,2024-11-23,<b>Clean environment and well-maintained infrastructure.</b>
956,S8243,5,2025-02-17,Very poor service and delayed response. 😊
957,S9058,4,2024-12-17,Facilities were outdated and not working properly. 😊
958,S6743,6,2025-03-18,<b>Facilities were outdated and not working properly.</b>
959,S6113,3,2025-06-02,uhh THE STAFF WAS REALLY HELPFUL AND POLITE.
960,S2742,4,2025-01-02,<b>Clean environment and well-maintained infrastructure.</b>
961,S7390,5,2024-11-17,VERY POOR SERVICE AND DELAYED RESPONSE.
962,S8619,8,2024-10-17,I had to wait a long time to get support.
963,S3343,5,2024-10-31,<b>It's decent but could use some improvement.</b>
964,S1365,6,2024-10-01,Facilities were great and easily accessible.
965,S8969,4,2025-01-21,"Nothing  special,  just  an  average  experience."
966,S1970,1,2025-04-04,The services were fast and effective.
967,S1083,5,2025-01-06,Very  poor  servise  and  delayed  response.  😊
968,S3011,7,2024-08-14,The staff was rude and unhelpful.
969,S6166,5,2024-06-05,The system works fine most of the time. 😊
970,S5053,7,2025-04-13,uhh The services were fast and effective.
971,S6254,2,2025-03-13,The  services  were  fast  and  effective.  😊
972,S2591,7,2024-12-10,uhh <b>Extremely frustrating experience with the department.</b>
973,S1601,6,2025-03-11,uhh The services were fast and effective.
974,S6705,2,2024-06-11,"Not  much  to  say,  it's  functional.  😊"
975,S8329,3,2024-06-28,"It was okay, not too bad."
976,S8123,5,2025-03-26,I HAD A GOOD EXPERIENCE WITH THE SUPPORT TEAM. 😊
977,S9472,5,2024-06-11,uhh Very poor service and delayed response.
978,S3645,4,2024-07-29,uhh  The  services  were  fast  and  effective.  😊
979,S8211,7,2025-04-30,The staff was really helpful and polite.
980,S8807,5,2024-06-21,The system works fine most of the time.
981,S1552,7,2024-10-08,The staff was rude and unhelpful.
982,S3103,2,2025-04-10,I HAD A GOOD EXPERIENCE WITH THE SUPPORT TEAM.
983,S7732,7,2025-01-06,uhh <b>The services were fast and effective.</b>
984,S5887,2,2024-12-07,Facilities were great and easily accessible.
985,S8414,1,2024-06-11,I had a good experience with the support team.
986,S1151,6,2024-07-17,uhh  Very  poor  service  and  delayed  response.
987,S7713,1,2025-02-01,uhh Facilities were great and easily accessible.
988,S3520,5,2024-11-16,"uhh Nothing special, just an average experience."
989,S4510,4,2024-08-11,uhh FACILITIES WERE OUTDATED AND NOT WORKING PROPERLY.
990,S2796,6,2024-12-12,uhh Facilities were great and easily accessible.
991,S1908,6,2025-05-15,Clean  environment  and  well-maintained  infrastructure.
992,S9290,7,2025-04-19,The staff was really helpful and polite.
993,S1151,6,2024-08-20,"Nothing  special,  just  an  average  experience."
994,S8853,1,2024-10-28,I had to wait a long time to get support. 😊
995,S4445,3,2024-06-11,uhh The staff was rude and unhelpful.
996,S8123,3,2025-03-20,The system works fine most of the time.
997,S2524,6,2024-11-07,I had to wait a long time to get support.
998,S1970,4,2024-11-13,Very poor servise and delayed response.
999,S4752,4,2024-10-30,uhh  The  staff  was  rude  and  unhelpful.  😊
1000,S1552,5,2024-11-15,"Not much to say, it's functional. 😊"
